sample	chr	startpos	endpos	nProbesCr	nProbesAf	logR	baf	nMajor	nMinor	purifiedLogR	purifiedLoh
patient3_r1	chr14	49072251	55422750	5795	3167	0.208	0.496	2	2	0.557	0.022
patient3_r1	chr14	55422751	56073750	594	610	0.373	0.454	3	2	0.926	0.19
patient3_r1	chr14	56073751	69015850	11886	7125	0.208	0.498	2	2	0.557	0.01
patient3_r1	chr14	69017851	82088750	11917	5899	0.068	0.448	2	1	0.197	0.292
patient3_r1	chr14	82089751	87472950	4971	2904	-0.022	0.452	2	1	-0.07	0.303
patient3_r1	chr14	87472951	106883450	17100	10472	0.068	0.447	2	1	0.197	0.297
patient3_r1	chr15	17034751	101887550	69122	43967	-0.106	0.374	2	0	-0.35	0.908
patient3_r1	chr16	17001	36121500	25994	19296	-0.102	0.372	2	0	-0.337	0.919
patient3_r1	chr16	36121501	90100000	38840	29522	-0.254	0.412	1	0	-0.977	0.882
patient3_r1	chr17	387901	43227200	31648	18674	-0.096	0.37	2	0	-0.313	0.92
patient3_r1	chr17	43324051	83204050	34447	22136	0.095	0.324	3	0	0.271	0.951
patient3_r1	chr18	64351	14299250	12967	9922	-0.109	0.497	1	1	-0.361	0.024
patient3_r1	chr18	14299251	64473550	40935	23930	-0.13	0.497	1	1	-0.441	0.022
patient3_r1	chr18	64473551	80257250	14210	9800	-0.167	0.498	1	1	-0.583	0.016
patient3_r1	chr19	270951	6462950	4765	3590	-0.087	0.369	2	0	-0.283	0.914
patient3_r1	chr19	6462951	9516250	2263	2041	0.503	0.422	4	2	1.184	0.297
patient3_r1	chr19	9516251	10857250	1040	438	0.872	0.33	8	2	1.818	0.535
patient3_r1	chr19	10858251	11797250	749	468	0.289	0.482	3	2	0.745	0.08
patient3_r1	chr19	11797251	14848250	2378	1485	0.127	0.456	2	1	0.357	0.231
patient3_r1	chr19	14848251	15963250	917	804	0.28	0.496	2	2	0.724	0.018
patient3_r1	chr19	15963251	17364250	1142	803	0.103	0.448	2	1	0.293	0.275
patient3_r1	chr19	17365251	20788500	2699	2130	0.357	0.463	3	2	0.891	0.157
patient3_r1	chr19	20788501	21342500	481	936	0.406	0.422	4	2	0.994	0.315
patient3_r1	chr19	21342501	28071150	3237	1641	0.174	0.472	2	2	0.476	0.139
patient3_r1	chr19	28071151	28613150	500	505	-0.117	0.375	2	0	-0.392	0.919
patient3_r1	chr19	28613151	29923150	1161	906	0.109	0.452	2	1	0.31	0.254
patient3_r1	chr19	29923151	30818150	803	94	-0.025	0.411	2	1	-0.077	0.565
patient3_r1	chr19	30818151	41172300	8636	5483	0.119	0.45	2	1	0.336	0.261
patient3_r1	chr19	41172301	43050300	1314	334	-0.087	0.364	2	0	-0.284	0.953
patient3_r1	chr19	43050301	46215450	2424	1798	0.098	0.447	2	1	0.278	0.283
patient3_r1	chr19	46215451	52641150	4959	3412	-0.074	0.373	2	0	-0.239	0.864
patient3_r1	chr19	52641151	54540400	1459	1607	0.06	0.435	2	1	0.176	0.363
patient3_r1	chr19	54540401	55293400	488	343	-0.097	0.377	2	0	-0.319	0.876
patient3_r1	chr19	55293401	58538400	2760	2348	0.068	0.438	2	1	0.197	0.347
patient3_r1	chr20	67651	35409750	28397	17754	0.212	0.498	2	2	0.568	0.007
patient3_r1	chr20	35410751	37179750	1454	215	0.277	0.492	3	2	0.719	0.038
patient3_r1	chr20	37179751	47048750	9080	4853	-0.091	0.37	2	0	-0.296	0.915
patient3_r1	chr20	47048751	49716950	2358	1946	0.043	0.341	3	0	0.127	0.914
patient3_r1	chr20	49716951	49815950	89	128	0.591	0.444	4	3	1.346	0.201
patient3_r1	chr20	49815951	50876950	935	430	0.839	0.387	7	3	1.766	0.363
patient3_r1	chr20	50876951	51121950	230	76	0.613	0.471	4	3	1.386	0.104
patient3_r1	chr20	51121951	51215950	88	88	0.035	0.34	3	0	0.103	0.928
patient3_r1	chr20	51215951	51960950	672	512	0.383	0.463	3	2	0.946	0.154
patient3_r1	chr20	51961951	64284950	11220	7584	0.03	0.338	3	0	0.089	0.95
patient3_r1	chr21	12965551	18232800	4304	2719	-0.12	0.368	2	0	-0.4	0.98
patient3_r1	chr21	18232801	31969800	12785	9500	-0.161	0.375	2	0	-0.561	1.006
patient3_r1	chr21	31969801	46681650	12743	9366	0.083	0.328	3	0	0.24	0.938
patient3_r1	chr22	10684001	50781650	28848	19589	-0.09	0.368	2	0	-0.292	0.922
patient3_r1	chrX	331051	89200450	72022	25705	-0.31	0.427	1	0	-1.283	0.873
patient3_r1	chrX	89214151	93117350	1465	662	-0.495	0.428	0	0	-3.115	2.676
patient3_r1	chrX	93120351	129186450	31171	10932	-0.321	0.432	1	0	-1.351	0.846
patient3_r1	chrX	129186451	129193450	7	0	-1.545	NA	NA	NA	-10	NA
patient3_r1	chrX	129193451	155983250	22463	7384	-0.312	0.432	1	0	-1.294	0.819
patient3_r2	chr1	794251	22420500	17597	13108	-0.041	0.373	3	0	-0.134	0.864
patient3_r2	chr1	22420501	32594500	8685	4828	-0.251	0.426	1	0	-1.029	0.806
patient3_r2	chr1	32594501	35810500	2870	995	-0.067	0.486	1	1	-0.226	0.102
patient3_r2	chr1	35810501	36246500	365	170	0.088	0.451	2	1	0.264	0.277
patient3_r2	chr1	36246501	68381500	29077	14687	-0.088	0.498	1	1	-0.302	0.016
patient3_r2	chr1	68381501	83487500	13864	8715	-0.179	0.495	1	1	-0.671	0.042
patient3_r2	chr1	83489501	97735150	13134	8150	-0.115	0.497	1	1	-0.405	0.021
patient3_r2	chr1	97736151	97748150	12	0	-1.192	NA	NA	NA	-10	NA
patient3_r2	chr1	97748151	101325150	3359	2040	-0.141	0.496	1	1	-0.507	0.034
patient3_r2	chr1	101325151	107170350	5163	3677	-0.049	0.451	2	1	-0.161	0.335
patient3_r2	chr1	107170351	187874650	47549	26448	0.066	0.45	2	1	0.2	0.294
patient3_r2	chr1	187874651	199816900	10865	7169	-0.059	0.449	2	1	-0.198	0.356
patient3_r2	chr1	199816901	228411750	25766	14490	0.065	0.453	2	1	0.199	0.274
patient3_r2	chr1	228411751	228648750	134	108	0.268	0.397	4	1	0.725	0.478
patient3_r2	chr1	228648751	248930600	18160	13498	0.051	0.452	2	1	0.156	0.286
patient3_r2	chr2	12001	4164850	3738	3272	0.012	0.444	2	1	0.037	0.35
patient3_r2	chr2	4164851	4175850	10	0	-1.116	NA	NA	NA	-10	NA
patient3_r2	chr2	4175851	49305450	41468	28687	0.04	0.443	2	1	0.124	0.345
patient3_r2	chr2	49306451	53648450	4052	3478	-0.031	0.452	2	1	-0.102	0.324
patient3_r2	chr2	53648451	59764450	5651	3563	0.009	0.453	2	1	0.028	0.299
patient3_r2	chr2	59764451	76946750	15622	9118	0.067	0.449	2	1	0.205	0.297
patient3_r2	chr2	76946751	94855250	10394	6493	0.138	0.493	2	2	0.401	0.037
patient3_r2	chr2	94855251	103100550	6648	2218	0.22	0.497	2	2	0.609	0.013
patient3_r2	chr2	103100551	176845150	65514	38052	0.158	0.499	2	2	0.453	0.005
patient3_r2	chr2	176845151	212160550	32701	13996	0.018	0.455	2	1	0.057	0.279
patient3_r2	chr2	212160551	214455550	2173	616	-0.016	0.461	2	1	-0.053	0.255
patient3_r2	chr2	214455551	242110100	25154	16636	0.068	0.455	2	1	0.207	0.262
patient3_r2	chr3	12351	7294250	6799	5786	0.01	0.457	2	1	0.033	0.268
patient3_r2	chr3	7294251	49942450	38786	22426	0.048	0.451	2	1	0.149	0.292
patient3_r2	chr3	49942451	73902450	22163	12981	0.129	0.478	2	2	0.378	0.117
patient3_r2	chr3	73902451	98094950	19326	11331	0.069	0.497	2	2	0.21	0.016
patient3_r2	chr3	98094951	102315150	3741	3079	0.189	0.495	2	2	0.534	0.026
patient3_r2	chr3	102315151	106791450	4144	3246	0.113	0.498	2	2	0.333	0.014
patient3_r2	chr3	106791451	116747350	9188	5471	0.183	0.498	2	2	0.518	0.013
patient3_r2	chr3	116747351	117359350	582	466	-0.006	0.454	2	1	-0.019	0.3
patient3_r2	chr3	117359351	118448350	1028	734	0.232	0.47	3	2	0.637	0.146
patient3_r2	chr3	118448351	143873450	22920	12794	0.338	0.465	3	2	0.881	0.154
patient3_r2	chr3	143873451	148747450	4552	3661	0.224	0.463	3	2	0.62	0.178
patient3_r2	chr3	148747451	161901850	12124	7530	0.292	0.464	3	2	0.78	0.163
patient3_r2	chr3	161901851	166904150	4494	3286	0.177	0.463	2	2	0.502	0.187
patient3_r2	chr3	166905151	198098650	28146	17069	0.318	0.465	3	2	0.838	0.155
patient3_r2	chr4	137201	27363350	24627	18378	-0.109	0.376	2	0	-0.38	0.952
patient3_r2	chr4	27363351	37263350	9263	7216	-0.214	0.386	2	0	-0.837	1.126
patient3_r2	chr4	37263351	57807950	16306	10831	-0.121	0.379	2	0	-0.427	0.957
patient3_r2	chr4	57807951	74672200	15264	10148	-0.205	0.385	2	0	-0.794	1.107
patient3_r2	chr4	74672201	129626450	50622	31270	-0.15	0.379	2	0	-0.549	1.017
patient3_r2	chr4	129626451	138496450	8243	6909	-0.238	0.385	2	0	-0.958	1.213
patient3_r2	chr4	138496451	160014050	19890	11549	-0.134	0.381	2	0	-0.48	0.966
patient3_r2	chr4	160014051	168730050	7963	7125	-0.198	0.383	2	0	-0.76	1.105
patient3_r2	chr4	168730051	168824050	86	123	0.23	0.304	4	0	0.633	0.947
patient3_r2	chr4	168825051	190037450	19368	14215	-0.164	0.38	2	0	-0.604	1.038
patient3_r2	chr5	43851	18831200	17032	13965	0.026	0.449	2	1	0.082	0.316
patient3_r2	chr5	18831201	18866200	31	0	-1.221	NA	NA	NA	-10	NA
patient3_r2	chr5	18866201	30794050	10797	7306	-0.083	0.454	2	1	-0.285	0.341
patient3_r2	chr5	30794051	44232550	12196	7652	0.044	0.45	2	1	0.135	0.302
patient3_r2	chr5	44232551	52664050	4385	1212	-0.042	0.451	2	1	-0.138	0.333
patient3_r2	chr5	52664051	69532250	15523	10453	0.047	0.451	2	1	0.145	0.292
patient3_r2	chr5	71365251	84329850	11809	6672	-0.098	0.494	1	1	-0.338	0.042
patient3_r2	chr5	84329851	130879950	42884	23837	-0.15	0.498	1	1	-0.544	0.02
patient3_r2	chr5	130879951	161279150	27790	16503	-0.081	0.498	1	1	-0.276	0.016
patient3_r2	chr5	161279151	167715450	5982	3929	-0.162	0.496	1	1	-0.599	0.038
patient3_r2	chr5	167715451	181172350	11488	8874	-0.064	0.498	1	1	-0.215	0.016
patient3_r2	chr6	148001	12038550	10768	8416	0.325	0.456	3	2	0.854	0.196
patient3_r2	chr6	12038551	31310300	17332	11009	0.187	0.497	2	2	0.528	0.015
patient3_r2	chr6	31311301	31321300	10	3	-0.769	0.489	0	0	-10	0.134
patient3_r2	chr6	31321301	57505400	23603	18722	0.186	0.484	2	2	0.524	0.083
patient3_r2	chr6	57505401	68575400	8132	5871	0.064	0.494	2	2	0.196	0.034
patient3_r2	chr6	68575401	93250400	22682	15109	-0.15	0.381	2	0	-0.546	0.998
patient3_r2	chr6	93250401	104270850	10205	6055	-0.208	0.386	2	0	-0.808	1.102
patient3_r2	chr6	104270851	149092550	41513	24277	-0.137	0.38	2	0	-0.494	0.983
patient3_r2	chr6	149092551	149422550	306	344	0.07	0.335	3	0	0.212	0.955
patient3_r2	chr6	149422551	158593550	8431	6310	-0.1	0.376	2	0	-0.347	0.938
patient3_r2	chr6	158593551	159123550	471	562	0.086	0.335	3	0	0.258	0.934
patient3_r2	chr6	159123551	170611150	10352	7988	-0.116	0.378	2	0	-0.406	0.953
patient3_r2	chr7	50351	8556500	7146	5916	0.075	0.449	2	1	0.226	0.292
patient3_r2	chr7	8556501	20939500	11490	10272	-0.03	0.452	2	1	-0.097	0.322
patient3_r2	chr7	20939501	52676750	29071	18690	0.043	0.448	2	1	0.132	0.313
patient3_r2	chr7	52677751	66127500	6899	5522	-0.012	0.45	2	1	-0.039	0.327
patient3_r2	chr7	66127501	81493500	11981	6745	0.042	0.449	2	1	0.131	0.306
patient3_r2	chr7	81493501	90350500	8228	4976	-0.053	0.454	2	1	-0.176	0.322
patient3_r2	chr7	90350501	118323400	24966	12988	0.039	0.449	2	1	0.121	0.308
patient3_r2	chr7	118323401	126995400	8073	5137	-0.031	0.456	2	1	-0.102	0.298
patient3_r2	chr7	126995401	137264400	9338	5148	0.071	0.448	2	1	0.216	0.302
patient3_r2	chr7	137264401	144757050	6313	3824	0.205	0.406	3	1	0.572	0.463
patient3_r2	chr7	144757051	148060350	3020	2053	0.108	0.411	3	1	0.321	0.488
patient3_r2	chr7	148060351	152739850	3962	2387	0.226	0.407	3	1	0.625	0.45
patient3_r2	chr7	152741851	159333850	5657	4778	0.051	0.448	2	1	0.155	0.312
patient3_r2	chr8	206001	5865000	4917	7813	0.245	0.464	3	2	0.67	0.173
patient3_r2	chr8	5865001	13360050	5210	5619	0.322	0.465	3	2	0.846	0.154
patient3_r2	chr8	13360051	17138050	3515	4049	0.218	0.469	3	2	0.606	0.152
patient3_r2	chr8	17138051	75008150	51210	30181	0.3	0.46	3	2	0.797	0.181
patient3_r2	chr8	75008151	93135700	16519	8085	0.238	0.456	3	2	0.652	0.212
patient3_r2	chr8	93135701	103807550	9738	5048	0.346	0.452	3	2	0.899	0.21
patient3_r2	chr8	103807551	109819550	5653	3126	0.28	0.454	3	2	0.752	0.212
patient3_r2	chr8	109820551	116181550	5930	2390	0.197	0.457	3	2	0.552	0.214
patient3_r2	chr8	116181551	138435550	20734	13608	0.33	0.452	3	2	0.865	0.213
patient3_r2	chr8	138435551	145075350	5891	4038	0.233	0.496	2	2	0.642	0.018
patient3_r2	chr9	14001	9165150	8330	7783	0.061	0.451	2	1	0.185	0.29
patient3_r2	chr9	9165151	32231150	21384	17039	0.002	0.453	2	1	0.007	0.298
patient3_r2	chr9	32231151	39090150	5838	3354	0.088	0.454	2	1	0.263	0.262
patient3_r2	chr9	39094151	68416850	579	155	-0.128	0.437	2	1	-0.455	0.503
patient3_r2	chr9	68416851	69202850	733	431	0.194	0.494	2	2	0.545	0.028
patient3_r2	chr9	69203851	81441950	11244	7903	-0.156	0.387	2	0	-0.572	0.96
patient3_r2	chr9	81443951	96622850	13608	9810	-0.121	0.384	2	0	-0.429	0.916
patient3_r2	chr9	96622851	102175850	4998	3253	0.18	0.498	2	2	0.51	0.01
patient3_r2	chr9	102175851	103960850	1637	1315	0.056	0.493	2	2	0.173	0.04
patient3_r2	chr9	103960851	122006350	16674	11148	0.18	0.498	2	2	0.509	0.008
patient3_r2	chr9	122007351	134032350	10611	5760	0.353	0.452	3	2	0.915	0.208
patient3_r2	chr9	134032351	134493250	383	258	0.569	0.388	5	2	1.347	0.416
patient3_r2	chr9	134494251	138212550	3151	2439	0.353	0.452	3	2	0.915	0.209
patient3_r2	chr10	47451	28160450	25509	17877	-0.007	0.43	2	1	-0.023	0.452
patient3_r2	chr10	28160451	35770450	6904	4102	0.042	0.443	2	1	0.13	0.342
patient3_r2	chr10	35770451	42279050	3266	883	-0.057	0.43	2	1	-0.19	0.487
patient3_r2	chr10	42322251	53148500	8035	5369	0.079	0.474	2	1	0.238	0.151
patient3_r2	chr10	53148501	57711500	4240	4314	-0.022	0.47	2	1	-0.072	0.199
patient3_r2	chr10	57712501	64235500	6103	3235	0.092	0.47	2	1	0.276	0.17
patient3_r2	chr10	64235501	67355500	2865	2529	0.02	0.475	2	1	0.062	0.157
patient3_r2	chr10	67355501	81080500	12169	6607	0.141	0.471	2	2	0.409	0.152
patient3_r2	chr10	81080501	133622150	47803	29463	0.111	0.476	2	2	0.328	0.134
patient3_r2	chr11	197251	59637000	50283	37731	-0.063	0.362	3	0	-0.212	0.975
patient3_r2	chr11	59637001	64974150	4613	1592	0.093	0.336	3	0	0.279	0.92
patient3_r2	chr11	64975151	68073150	2628	929	-0.02	0.354	3	0	-0.064	0.959
patient3_r2	chr11	68073151	68512150	365	156	0.154	0.319	4	0	0.442	0.948
patient3_r2	chr11	68512151	88791600	18371	10733	-0.051	0.363	3	0	-0.169	0.949
patient3_r2	chr11	88791601	135075250	42453	24288	-0.069	0.366	2	0	-0.233	0.955
patient3_r2	chr12	78551	32259600	28606	18839	-0.114	0.497	1	1	-0.402	0.023
patient3_r2	chr12	32259601	32807600	489	506	0.078	0.45	2	1	0.236	0.286
patient3_r2	chr12	32807601	56498350	19013	11651	-0.116	0.496	1	1	-0.408	0.028
patient3_r2	chr12	56498351	58613350	1822	955	0.092	0.448	2	1	0.276	0.294
patient3_r2	chr12	58613351	61923750	3068	2497	-0.033	0.451	2	1	-0.107	0.326
patient3_r2	chr12	61923751	72467550	9689	5771	0.043	0.449	2	1	0.132	0.306
patient3_r2	chr12	72467551	92238800	18309	7894	-0.039	0.452	2	1	-0.127	0.324
patient3_r2	chr12	92238801	133248950	36846	23532	0.066	0.451	2	1	0.2	0.286
patient3_r2	chr13	18455101	32252100	12380	9497	0.055	0.452	2	1	0.168	0.285
patient3_r2	chr13	32252101	32312100	55	6	0.61	0.434	5	3	1.423	0.242
patient3_r2	chr13	32312101	53497100	19446	11621	0.052	0.448	2	1	0.161	0.306
patient3_r2	chr13	53497101	72455500	17620	11567	-0.062	0.451	2	1	-0.208	0.345
patient3_r2	chr13	72455501	80739500	7734	4328	0.034	0.452	2	1	0.105	0.294
patient3_r2	chr13	80739501	84139500	3104	1751	-0.071	0.458	2	1	-0.242	0.301
patient3_r2	chr13	84139501	94274500	9410	6435	0.056	0.412	3	1	0.17	0.519
patient3_r2	chr13	94274501	114351950	18347	12427	0.183	0.407	3	1	0.518	0.471
patient3_r2	chr14	19960301	40168450	17760	12164	0.18	0.498	2	2	0.509	0.01
patient3_r2	chr14	40168451	49062250	8107	6046	0.089	0.495	2	2	0.267	0.03
patient3_r2	chr14	49062251	69018850	18285	10917	0.214	0.491	2	2	0.595	0.043
patient3_r2	chr14	69018851	106883450	33987	19274	0.059	0.451	2	1	0.179	0.287
patient3_r2	chr15	17034751	101887550	69122	43967	-0.096	0.381	2	0	-0.331	0.893
patient3_r2	chr16	17001	34272150	25220	19171	-0.081	0.376	2	0	-0.275	0.903
patient3_r2	chr16	34632851	77255000	28112	16611	-0.246	0.416	1	0	-0.999	0.904
patient3_r2	chr16	77255001	89714000	11184	12700	-0.217	0.417	2	0	-0.85	0.826
patient3_r2	chr16	89714001	90100000	318	336	-0.114	0.369	2	0	-0.401	1.019
patient3_r2	chr17	387901	22123750	17561	12436	-0.079	0.378	2	0	-0.269	0.889
patient3_r2	chr17	22123751	26999950	659	12	-0.192	0.428	1	0	-0.733	0.67
patient3_r2	chr17	26999951	43227200	13428	6226	-0.071	0.376	2	0	-0.241	0.892
patient3_r2	chr17	43324051	83204050	34447	22136	0.112	0.327	4	0	0.332	0.948
patient3_r2	chr18	64351	14280250	12953	9922	-0.099	0.496	1	1	-0.342	0.03
patient3_r2	chr18	14280251	20952050	651	442	-0.279	0.481	1	1	-1.191	0.229
patient3_r2	chr18	20960051	28440050	6845	3544	-0.101	0.497	1	1	-0.349	0.022
patient3_r2	chr18	28440051	44405050	14892	8766	-0.161	0.497	1	1	-0.594	0.026
patient3_r2	chr18	44406051	64449550	18540	11170	-0.109	0.497	1	1	-0.38	0.022
patient3_r2	chr18	64451551	73652800	8183	5768	-0.213	0.498	1	1	-0.833	0.024
patient3_r2	chr18	73652801	80257250	6048	4040	-0.116	0.495	1	1	-0.408	0.036
patient3_r2	chr19	270951	6462950	4765	3590	-0.061	0.377	2	0	-0.204	0.869
patient3_r2	chr19	6462951	9516250	2263	2041	0.509	0.42	5	2	1.233	0.31
patient3_r2	chr19	9516251	10859250	1041	438	0.881	0.333	8	3	1.883	0.534
patient3_r2	chr19	10859251	11820250	770	489	0.313	0.484	3	2	0.826	0.073
patient3_r2	chr19	11820251	17377250	4422	3073	0.153	0.469	2	2	0.441	0.162
patient3_r2	chr19	17377251	18234250	636	486	0.38	0.451	4	2	0.973	0.206
patient3_r2	chr19	18234251	18626250	320	167	0.25	0.493	2	2	0.682	0.032
patient3_r2	chr19	18626251	21688500	2514	2847	0.349	0.449	3	2	0.906	0.22
patient3_r2	chr19	21688501	28070150	2939	1205	0.14	0.489	2	2	0.405	0.059
patient3_r2	chr19	28070151	28613150	501	505	-0.122	0.384	2	0	-0.431	0.916
patient3_r2	chr19	28613151	29926150	1164	906	0.088	0.465	2	1	0.265	0.2
patient3_r2	chr19	29926151	30365150	393	52	-0.105	0.379	2	0	-0.366	0.925
patient3_r2	chr19	30365151	41171300	9042	5522	0.12	0.456	2	1	0.354	0.24
patient3_r2	chr19	41171301	43050300	1315	337	-0.07	0.377	2	0	-0.235	0.878
patient3_r2	chr19	43050301	46216450	2425	1798	0.111	0.452	2	1	0.328	0.262
patient3_r2	chr19	46216451	52639150	4956	3412	-0.055	0.38	2	0	-0.184	0.838
patient3_r2	chr19	52639151	54540400	1461	1607	0.077	0.44	2	1	0.233	0.344
patient3_r2	chr19	54540401	55296400	491	343	-0.087	0.382	2	0	-0.299	0.874
patient3_r2	chr19	55296401	58538400	2757	2348	0.078	0.449	2	1	0.237	0.293
patient3_r2	chr20	67651	6160650	5416	4070	0.234	0.496	2	2	0.645	0.021
patient3_r2	chr20	6160651	26354650	18579	11582	0.189	0.497	2	2	0.533	0.015
patient3_r2	chr20	26354651	31262750	855	828	0.079	0.49	2	2	0.239	0.059
patient3_r2	chr20	31263751	37176750	4998	1486	0.271	0.496	3	2	0.731	0.017
patient3_r2	chr20	37176751	47021750	9056	4850	-0.079	0.375	2	0	-0.27	0.91
patient3_r2	chr20	47021751	49716950	2385	1952	0.055	0.346	3	0	0.169	0.91
patient3_r2	chr20	49716951	49815950	89	128	0.59	0.451	5	3	1.386	0.18
patient3_r2	chr20	49815951	50882950	941	430	0.812	0.386	7	3	1.771	0.375
patient3_r2	chr20	50882951	51122950	225	79	0.59	0.453	5	3	1.386	0.174
patient3_r2	chr20	51122951	51215950	87	85	0.04	0.339	3	0	0.123	0.968
patient3_r2	chr20	51215951	51960950	672	512	0.38	0.465	3	2	0.972	0.147
patient3_r2	chr20	51961951	64284950	11220	7584	0.039	0.344	3	0	0.121	0.941
patient3_r2	chr21	12965551	18190800	4267	2712	-0.13	0.376	2	0	-0.464	0.997
patient3_r2	chr21	18190801	25308800	6644	5605	-0.214	0.385	2	0	-0.836	1.133
patient3_r2	chr21	25310801	31970800	6179	3902	-0.115	0.378	2	0	-0.406	0.952
patient3_r2	chr21	31970801	46681650	12742	9366	0.09	0.337	3	0	0.271	0.92
patient3_r2	chr22	10684001	50781650	28848	19589	-0.073	0.375	2	0	-0.249	0.899
patient3_r2	chrX	331051	25623450	21274	8733	-0.293	0.43	1	0	-1.274	0.88
patient3_r2	chrX	25623451	37521950	10755	4240	-0.353	0.435	1	0	-1.705	1.053
patient3_r2	chrX	37521951	89200450	39993	12732	-0.299	0.433	1	0	-1.315	0.866
patient3_r2	chrX	89214151	93117350	1465	662	-0.506	0.434	0	0	-4.168	5.335
patient3_r2	chrX	93120351	129186450	31171	10932	-0.32	0.435	1	0	-1.458	0.908
patient3_r2	chrX	129186451	129193450	7	0	-1.506	NA	NA	NA	-10	NA
patient3_r2	chrX	129193451	155983250	22463	7384	-0.309	0.444	1	0	-1.382	0.753
